Value,Step
1.3414049160009873,0
1.3267318459692892,1
1.3436640144434406,2
1.3291150232862636,3
1.3237283499341224,4
1.30558795046566,5
1.325123530358626,6
1.2792592733062684,7
1.2273894374855567,8
1.2096514849313806,9
1.0640485282576841,10
0.9195419761623878,11
0.9478670859758874,12
0.9419747060019259,13
0.6903720258190921,14
0.7823049148392183,15
0.7403161402613564,16
0.6755908880851048,17
0.6442136113427912,18
0.5528763789276071,19
0.37205536978843784,20
0.4945057367520611,21
0.27957467768585775,22
0.2650429830144691,23
0.4719489361671444,24
0.32141912905033093,25
0.16607340460599404,26
0.2592034727968975,27
0.17349812344308022,28
0.1450621312107345,29
0.5148814987432826,30
0.10636358499231688,31
0.22225031959323405,32
0.15593089224665274,33
0.1605800086009745,34
0.22044821653621977,35
0.1560192640017592,36
0.06726109192330704,37
0.18134410239222462,38
0.08458193291131678,39
0.1831433898414336,40
0.07716589728146464,41
0.06862656358793497,42
0.18651382763239385,43
0.08735359007588911,44
0.07156169251483831,45
0.06795702745285204,46
0.1201957271831741,47
0.17073576679357275,48
0.07476252880276384,49
0.06443494593368848,50
0.0860774782841606,51
0.049376351369182774,52
0.07605517183242079,53
0.06645482790576891,54
0.062112414729520254,55
0.052463746452820786,56
0.05928676356687413,57
0.06880102065060752,58
0.08763056599950211,59
0.0495214100251606,60
0.06408167573715813,61
0.06832389928983533,62
0.07265866638711443,63
0.19594497127636476,64
0.08940251719292586,65
0.06921653815206588,66
0.06375797056910344,67
0.06295021280075676,68
0.08219509023187893,69
0.03977239932305289,70
0.13475824891472338,71
0.07394996720555355,72
0.10049542344581115,73
0.043072165789913325,74
0.0679361664900977,75
0.0246696791252801,76
0.0436041102425543,77
0.05460044187114084,78
0.08630496359199084,79
0.028408133985207532,80
0.062162971498926384,81
0.028287635499830273,82
0.08391351533337195,83
0.04418427406711773,84
0.04362914926749536,85
0.1408847436804135,86
0.08959262570598951,87
0.031583174200296514,88
0.06364930692445275,89
0.04088622372228234,90
0.026269440168833404,91
0.045481477502032706,92
0.05417088861352203,93
0.042738996249261335,94
0.06528934538959869,95
0.1390046481190735,96
0.05246593340993714,97
0.036288050972573725,98
0.06850551565083857,99
