Value,Step
1.5561726680580779,0
1.4148709053234336,1
1.208002517843607,2
1.4462782207417955,3
1.2782456039195575,4
1.342063644591747,5
1.3805979417520007,6
1.2816997126051433,7
1.1989800644994117,8
1.3819815142373275,9
1.3251498770105026,10
0.7053539747217834,11
0.8506405954224711,12
0.7533084528249856,13
0.8327078299736694,14
0.6910241820177351,15
0.8977062138778048,16
0.6661576928809068,17
0.8169595009687415,18
0.4565144710384701,19
0.46421104615570297,20
0.5509739703537514,21
0.17973671477653655,22
0.5106027617733411,23
0.5897852777365512,24
0.4272766534090702,25
0.35977646051057094,26
0.2605773128382894,27
0.15371947320159837,28
0.26301720250465316,29
0.6633532601832651,30
0.08134217884790453,31
0.40034332109607573,32
0.3156661799884444,33
0.3046436882089355,34
0.14490211114271256,35
0.1774971417669905,36
0.12445290659873792,37
0.3756284717241052,38
0.1403369400350271,39
0.13251319012144008,40
-0.047049261702453785,41
0.263131678113849,42
0.42842453356999355,43
0.2655075357215652,44
0.054233122361942464,45
0.19590728002941915,46
0.009970483939126612,47
0.11875149746288677,48
0.32391445962556065,49
0.027658853601789074,50
0.22508324491735748,51
0.06506106475337252,52
0.1098045100569215,53
0.018179880512735676,54
0.29461627194492596,55
0.060495038151691216,56
0.07720879171936249,57
-0.07282579898813721,58
0.07210051707623856,59
-0.05828175436397723,60
0.1355453442943262,61
0.2488922833256132,62
0.13605216479739204,63
0.17986562650697116,64
0.1812057486945496,65
-0.0005362167338088392,66
-0.0021998771973004982,67
0.21018193145202912,68
0.04717749975216956,69
-0.09340740268276021,70
0.3585271628514102,71
0.0005635733063706488,72
0.1374637641070618,73
0.12899235694292224,74
0.30515417205597234,75
0.030669664167608874,76
-0.004895480543429774,77
0.23730418012393406,78
0.2712378930021824,79
0.1772441076348003,80
-0.03305039966811815,81
-0.04991977314185374,82
0.30204716795676073,83
0.1457622490461033,84
-0.0032396881572151065,85
0.3140075141471108,86
0.11033449787152602,87
0.0371749411847577,88
0.28678163493395836,89
0.2842787791015123,90
0.16020505453115697,91
0.2132351949752354,92
0.30109859256746796,93
0.00925941200032096,94
0.17126654318623563,95
0.2602980894160927,96
-0.008035727507757079,97
0.23466564139535873,98
0.12482982032125267,99
