Wall time,Step,Value
1728873461.5785718,0,0.43483126163482666
1728878223.220808,1,0.7679728269577026
1728883097.3786473,2,0.7960517406463623
1728887914.1987555,3,0.808190107345581
1728892756.0813673,4,0.8137940764427185
1728897735.162484,5,0.8153780698776245
1728944002.4005601,6,0.6917101740837097
1728949095.5408256,7,0.8065985441207886
1728954015.0124528,8,0.8203572630882263
1728959549.8279064,9,0.8229667544364929
1728965481.1793532,10,0.8256926536560059
1728971125.3084562,11,0.8251237869262695
1728976634.6747317,12,0.8252330422401428
1728982209.2902482,13,0.8276252746582031
1728987821.722108,14,0.8289445042610168
1728993567.5441177,15,0.8312673568725586
1728999399.920495,16,0.8303542733192444
1729005411.7479753,17,0.8283001184463501
1729011466.5432284,18,0.8279111385345459
1729017598.4698968,19,0.8322084546089172
1729024343.3224022,20,0.8282061219215393
1729030936.7053335,21,0.8309482336044312
1729037384.2542894,22,0.8311343789100647
1729043737.7310488,23,0.8328313231468201
1729050280.8365421,24,0.8321546316146851
1729055660.6837077,25,0.8303242921829224
1729060932.7985616,26,0.8300366997718811
1729066597.0519023,27,0.8327715992927551
1729071820.3327675,28,0.8317811489105225
1729077359.3579688,29,0.8321497440338135
1729082770.29399,30,0.832838773727417
1729088177.0934591,31,0.8323675394058228
1729093961.6331742,32,0.8307968378067017
1729100702.7388315,33,0.8311666250228882
1729106228.3253846,34,0.8300740122795105
1729112243.0731676,35,0.8301089406013489
1729118075.1896436,36,0.8329468965530396
1729124149.1991756,37,0.8330390453338623
1729129727.9658914,38,0.8326256275177002
1729136714.9967005,39,0.8325955867767334
1729139707.4987838,40,0.010189554654061794
1729165607.6620343,40,0.6627340912818909
1729171065.4881063,41,0.8187956213951111
1729176643.1035247,42,0.8324434161186218
1729182332.5341089,43,0.8319609761238098
1729188014.0708928,44,0.8343130350112915
1729193782.4147158,45,0.8340464234352112
1729199417.8451185,46,0.8319673538208008
1729205327.8073988,47,0.8341221213340759
1729224353.28835,47,0.6116987466812134
1729229592.3084352,48,0.8176531791687012
1729234787.7785594,49,0.8341199159622192
1729239985.17457,50,0.8335900902748108
1729245069.430315,51,0.8354255557060242
1729250740.353615,52,0.8351876735687256
1729256091.3834355,53,0.8326782584190369
1729261859.144746,54,0.8347913026809692
1729267627.753892,55,0.8362295031547546
1729273303.8397217,56,0.8372725248336792
1729278762.57757,57,0.8367149233818054
1729284083.2953033,58,0.8341110944747925
1729289594.0173995,59,0.8342770338058472
1729307273.1679003,60,0.49222519993782043
1729312158.6341667,61,0.8120658993721008
1729317108.9114773,62,0.8362288475036621
1729321991.8550057,63,0.8353099226951599
1729326960.513769,64,0.8367792963981628
1729331919.0488992,65,0.8365945219993591
1729336876.6743326,66,0.8339261412620544
1729341802.0558546,67,0.8358142375946045
1729346695.5225608,68,0.8370403051376343
1729351592.8073723,69,0.8381476402282715
1729356547.1643271,70,0.8376703262329102
1729361529.4205992,71,0.8351395130157471
1729366647.217192,72,0.8350870609283447
1729371911.765468,73,0.837893009185791
1729377131.6271007,74,0.833859384059906
1729382366.1673398,75,0.8363409638404846
1729387629.091557,76,0.8359913229942322
1729392866.6969316,77,0.8377823233604431
1729398097.565525,78,0.8368621468544006
1729403400.4202085,79,0.8358423709869385
1729408693.300159,80,0.8344508409500122
1729414001.8285518,81,0.8372613787651062
1729419217.7930934,82,0.8363237977027893
1729424393.1339357,83,0.836212158203125
1729429326.6857107,84,0.8377208709716797
1729434422.2283177,85,0.8360819220542908
1729439427.4646802,86,0.8355602025985718
1729444520.1764133,87,0.8353065252304077
1729449444.8244572,88,0.8336766958236694
1729468437.030669,89,0.2866159975528717
1729473216.6882784,90,0.7914080023765564
1729477823.1013412,91,0.8368998169898987
1729482459.5274007,92,0.8363185524940491
1729487019.778336,93,0.837772011756897
1729491658.2048476,94,0.8376328349113464
1729496193.0812125,95,0.8345593214035034
1729500757.5606809,96,0.8362624049186707
1729505514.4311204,97,0.8378232717514038
1729510016.144455,98,0.8388023972511292
1729514684.137098,99,0.8385260701179504
1729519377.2798622,100,0.836458683013916
1729523992.551601,101,0.8358761668205261
1729528553.14794,102,0.8384876847267151
1729533210.8211951,103,0.834344208240509
1729537798.3532915,104,0.8372247815132141
