Wall time,Step,Value
1728868731.8862393,42,0.14868739247322083
1728869252.0048387,167,0.12275731563568115
1728869512.6326091,229,0.11101362854242325
1728869534.164118,234,0.09628813713788986
1728869684.683619,273,0.13976718485355377
1728870487.3565385,474,0.07013602554798126
1728870740.2020113,536,0.062248051166534424
1728870903.6718357,579,0.05639367550611496
1728870930.3126059,586,0.07203613966703415
1728871119.894397,634,0.057959236204624176
1728871169.3943691,647,0.05060459300875664
1728871442.364001,714,0.06066304072737694
1728871823.553714,808,0.05645585432648659
1728873607.2973478,1014,0.049683600664138794
1728874812.8673553,1333,0.03355097398161888
1728874829.117366,1337,0.06392376124858856
1728875011.3059742,1385,0.06204838678240776
1728875036.3053687,1392,0.05460425093770027
1728875194.9625092,1436,0.04083450138568878
1728876189.3663113,1691,0.029248446226119995
1728876353.319793,1734,0.10160772502422333
1728876364.2105436,1737,0.044906094670295715
1728876899.717033,1877,0.08464374393224716
1728877053.4226604,1917,0.0283146221190691
1728878485.4157495,2036,0.04646088182926178
1728879106.5201418,2199,0.038844745606184006
1728879530.7858899,2307,0.05296739563345909
1728879852.2579331,2389,0.08832143247127533
1728880056.420251,2436,0.06428345292806625
1728880254.5932083,2485,0.04156213626265526
1728880258.3435159,2486,0.08762107789516449
1728880306.5798776,2498,0.0232703797519207
1728881049.1984904,2685,0.04493293911218643
1728881265.7343059,2740,0.030045246705412865
1728883397.5262718,3038,0.048428114503622055
1728884124.7967541,3230,0.030190857127308846
1728884186.047241,3246,0.04796501249074936
1728884419.4252684,3305,0.057030681520700455
1728885642.7867646,3618,0.027541881427168846
1728885650.740088,3620,0.02591501548886299
1728885840.0386739,3670,0.030116332694888115
1728886106.4143448,3741,0.057057205587625504
1728886389.9153755,3814,0.05070410296320915
1728886418.5404713,3821,0.06896090507507324
1728886852.047532,3928,0.03687528893351555
1728886968.3135014,3956,0.02573498897254467
1728888240.9018924,4036,0.13489077985286713
1728889330.8882773,4317,0.042884696274995804
1728889646.2172055,4400,0.030713669955730438
1728889991.626356,4492,0.0414285734295845
1728890056.1744082,4509,0.025039654225111008
1728890713.367547,4676,0.028627736493945122
1728891168.621094,4788,0.038572005927562714
1728892866.0338292,4971,0.0282290019094944
1728893414.2098315,5106,0.04293471574783325
1728893530.4914231,5134,0.03540528938174248
1728894363.1976054,5345,0.03716345503926277
1728894418.1658058,5359,0.03787025809288025
1728895177.0539443,5549,0.03226028010249138
1728895851.702253,5723,0.02302752062678337
1728896186.8493655,5808,0.03332207351922989
1728896401.9465973,5864,0.06562003493309021
1728896429.5717125,5871,0.09713827818632126
1728896596.1590157,5907,0.0323830246925354
1728898025.1411016,5990,0.02593919076025486
1728899136.9790974,6200,0.05195172131061554
1728899233.2833977,6219,0.04973111301660538
1728899568.2752104,6289,0.08725223690271378
1728940178.7611442,6215,0.03250578045845032
1728940677.0414698,6340,0.020545752719044685
1728940725.205248,6352,0.05945554003119469
1728941311.8102067,6495,0.03603603318333626
1728941766.9296653,6607,0.03623662889003754
1728942489.657349,6796,0.024360014125704765
1728944420.680673,7023,0.026779647916555405
1728944751.553793,7101,0.021327033638954163
1728944764.2798753,7104,0.032011695206165314
1728944972.4688988,7152,0.014574792236089706
1728946128.5918057,7429,0.019842609763145447
1728946169.7242384,7439,0.035122159868478775
1728946312.2576966,7474,0.02585029974579811
1728946973.896179,7632,0.03683893382549286
1728947279.9521828,7707,0.03670714423060417
1728947718.0058455,7821,0.027432376518845558
1728947889.9471037,7862,0.026240982115268707
1728949467.7312224,8004,0.018117092549800873
1728949526.9841566,8018,0.03167165815830231
1728950014.09505,8139,0.028475040569901466
1728950054.251901,8149,0.012305154465138912
1728950408.2769608,8242,0.04667125642299652
1728951490.0542817,8519,0.04475026577711105
1728951724.6258667,8576,0.061381712555885315
1728951946.7447166,8634,0.03330153226852417
1728953033.0257497,8901,0.018204404041171074
1728954841.1000555,9109,0.026617323979735374
1728955181.1100295,9195,0.02961641736328602
1728955231.8463228,9208,0.031185032799839973
1728955748.580159,9339,0.023898141458630562
1728956399.010955,9484,0.03205001354217529
1728956694.4061503,9548,0.019879445433616638
1728959637.5144362,9917,0.026256214827299118
1728959671.7681427,9924,0.04373176023364067
1728960243.990717,10040,0.031200705096125603
1728960644.1035204,10120,0.033648472279310226
1728960858.928457,10163,0.05751148611307144
1728961309.9826832,10248,0.045218970626592636
1728962059.9829204,10398,0.03700782731175423
1728962178.2329006,10421,0.03126018866896629
1728962796.2422702,10543,0.01967712678015232
1728962812.766265,10546,0.03630276396870613
1728963116.512737,10607,0.02510124258697033
1728963156.2774544,10615,0.030033215880393982
1728963379.9527032,10661,0.07864002138376236
1728963781.099226,10743,0.02736564911901951
1728966309.0535238,11060,0.0294300839304924
1728966569.250738,11113,0.07743309438228607
1728966854.5496397,11173,0.011976598761975765
1728967005.60496,11207,0.03289105370640755
1728967572.9478385,11326,0.029428519308567047
1728967922.0452704,11400,0.023960022255778313
1728968894.7942116,11610,0.04539962857961655
1728968917.8108473,11615,0.04221821576356888
1728969808.7753572,11805,0.03492637723684311
1728971361.5317037,11931,0.02732009068131447
1728973117.6255295,12312,0.029926443472504616
1728974065.4489892,12518,0.05136770382523537
1728974349.7467961,12580,0.013228497467935085
1728974787.7628596,12675,0.031140370294451714
1728974911.520849,12702,0.03918709233403206
1728977421.492157,13043,0.028133608400821686
1728978096.7197769,13187,0.03318428620696068
1728978333.8085666,13238,0.024142690002918243
1728978440.600544,13261,0.019296865910291672
1728979332.2018266,13451,0.03375891223549843
1728980595.3993883,13721,0.02999756671488285
1728981252.3469741,13862,0.05241761356592178
1728982550.1566505,13935,0.08296994864940643
1728982756.1145887,13979,0.01619699038565159
1728983269.7272053,14088,0.05727608874440193
1728984168.439095,14279,0.029201669618487358
1728984306.5649834,14309,0.029834354296326637
1728984395.0732741,14328,0.0362950898706913
1728984823.2699215,14420,0.0671394094824791
1728984965.75005,14450,0.03763987869024277
1728985266.8663085,14514,0.05791192874312401
1728985357.9844527,14533,0.013819899410009384
1728988341.7051234,14965,0.029134074226021767
1728989039.5965989,15114,0.026238856837153435
1728989200.0616195,15148,0.0493985153734684
1728990291.9985826,15381,0.04024432972073555
1728990405.7282574,15405,0.022969141602516174
1728992106.311473,15757,0.02777823805809021
1728993784.1615915,15890,0.07463505864143372
1728994123.7106872,15962,0.0320645235478878
1728995876.6101968,16338,0.01649894006550312
1728996424.414214,16450,0.01654949225485325
1728996667.171493,16498,0.028233764693140984
1728996875.3835402,16540,0.05273974686861038
1728997698.892594,16707,0.0362110398709774
1728997857.6366355,16738,0.017550045624375343
1728999881.3231847,16933,0.031120065599679947
1729000002.2640653,16958,0.030685797333717346
1729000111.5013127,16980,0.06457634270191193
1729001141.8124866,17184,0.013658806681632996
1729001213.8611546,17198,0.019134173169732094
1729001356.570684,17227,0.026783300563693047
1729001395.4932039,17235,0.017216622829437256
1729003758.9080334,17706,0.03989310935139656
1729006742.0965643,18092,0.02707081474363804
1729010055.2340186,18757,0.023572038859128952
1729010316.9308026,18810,0.02050253376364708
1729011957.705092,18912,0.014065590687096119
1729013265.0397005,19172,0.026820899918675423
1729013810.597592,19281,0.016913019120693207
1729013880.1484263,19295,0.02974463254213333
1729014272.54866,19372,0.023256512358784676
1729014859.868603,19487,0.021939467638731003
1729015603.2025938,19636,0.026940159499645233
1729015902.7197027,19694,0.06688850373029709
1729015952.6419044,19703,0.019825566560029984
1729016362.8982923,19779,0.06015397608280182
1729018035.2035315,19885,0.02277049608528614
1729018080.275138,19893,0.017130915075540543
1729018488.0233495,19964,0.02020789124071598
1729019166.6470685,20081,0.021827436983585358
1729019747.2493207,20180,0.027044100686907768
1729019753.2593343,20181,0.01751289889216423
1729019969.5459785,20219,0.01941239833831787
1729021124.4136746,20420,0.028548164293169975
1729021142.1116292,20423,0.04607629030942917
1729021425.0984433,20472,0.020458556711673737
1729021562.9266741,20496,0.016885660588741302
1729022837.5908713,20721,0.01903008297085762
1729023201.9950314,20785,0.033973656594753265
1729024621.221654,20850,0.04521486908197403
1729024751.9405818,20873,0.03635182976722717
1729025249.309554,20960,0.02409798465669155
1729025650.981328,21032,0.01948169805109501
1729026392.2642765,21164,0.02031073532998562
1729028203.8403468,21489,0.05600536987185478
1729031449.003437,21886,0.024475719779729843
1729031709.5761757,21933,0.054779019206762314
1729031917.2419446,21971,0.05106544867157936
1729032071.1198087,21999,0.01702224649488926
1729032695.9518323,22113,0.017510388046503067
1729034703.9292214,22481,0.028982896357774734
