Wall time,Step,Value
1728339172.388688,6382,0.3330000042915344
1728344582.3109076,12764,0.335999995470047
1728349705.9582627,19146,0.34299999475479126
1728354662.3705726,25528,0.35499998927116394
1728359586.3219557,31910,0.3499999940395355
1728364533.8126814,38292,0.35100001096725464
1728369446.0731006,44674,0.3499999940395355
1728374364.9735923,51056,0.35600000619888306
1728379260.529433,57438,0.3619999885559082
1728384119.0404787,63820,0.36399999260902405
1728389011.7235599,70202,0.3580000102519989
1728393999.8037207,76584,0.3580000102519989
1728398890.409042,82966,0.3619999885559082
1728403764.7798464,89348,0.3610000014305115
1728408719.4838092,95730,0.36500000953674316
1728413597.7291918,102112,0.36800000071525574
1728427199.41373,108494,0.36399999260902405
1728432023.3223045,114876,0.3619999885559082
1728436880.6599965,121258,0.36399999260902405
1728441728.7472043,127640,0.3700000047683716
1728446555.7584555,134022,0.3659999966621399
1728451423.599857,140404,0.3659999966621399
1728456273.3797317,146786,0.36399999260902405
1728461089.5175693,153168,0.367000013589859
1728465925.5797102,159550,0.3709999918937683
1728483401.4933736,165932,0.367000013589859
1728488206.4807909,172314,0.36399999260902405
1728493006.544927,178696,0.367000013589859
1728520458.2199404,185078,0.367000013589859
1728525240.556774,191460,0.36500000953674316
1728530010.0523129,197842,0.367000013589859
1728535028.5897448,204224,0.3720000088214874
1728539805.0023692,210606,0.36800000071525574
1728544576.30497,216988,0.36800000071525574
1728549344.3300686,223370,0.3659999966621399
1728554111.6521049,229752,0.36800000071525574
1728558891.0538588,236134,0.3720000088214874
1728563692.0459,242516,0.3720000088214874
1728568519.1618645,248898,0.367000013589859
1728573323.9658723,255280,0.367000013589859
