Value,Step
0.9843513926030266,0
0.9512831385641631,1
0.7961746966196422,2
0.7981895982545922,3
0.8305630788372158,4
1.132669049947902,5
1.073668321610748,6
0.956292036155746,7
0.9193195658868757,8
1.0727765699132035,9
0.785441181134219,10
1.0184564674286514,11
0.9581109886891641,12
0.9246397976104297,13
1.0536163580809625,14
0.9322053198053866,15
0.8750766731832231,16
1.024785770114286,17
0.8889012453972452,18
1.1596695050901284,19
1.2392697758424975,20
0.88792249754271,21
1.0917223152934357,22
1.0893978784529779,23
1.0469243847099927,24
1.0301558310673928,25
1.0257960700728055,26
0.9308665821620478,27
1.0345598395807551,28
0.7661463876411931,29
0.8531755477113356,30
0.6994353793861723,31
0.8641188770541316,32
0.8840551094583172,33
1.062752865773475,34
0.8433826298032101,35
1.143201389969454,36
0.8844693899232888,37
0.7406661454718519,38
0.7694938555572427,39
