Value,Step
0.9976047305666613,0
1.2040714512422444,1
1.1840585660589689,2
1.3424897849905293,3
1.3850715313323627,4
0.9337494893311293,5
1.6168196072925691,6
1.2558435475011014,7
1.3698392117385236,8
0.917228049739086,9
1.082367663469436,10
1.419899977965699,11
1.2968540348059303,12
1.1995662353112742,13
0.8889632146798835,14
1.0204091939535205,15
0.8220449609730278,16
1.1734320234018758,17
1.3734307611956922,18
1.1485818913458425,19
0.96973998302935,20
1.2523225449520106,21
1.1005843840452454,22
1.3593570577554086,23
1.2680113452776987,24
0.8314482939987115,25
1.177455468084611,26
1.1955835788928995,27
0.9620975814723962,28
1.0604414933677548,29
0.6752343698030328,30
0.7577131886198694,31
1.075448630775875,32
0.8758199056182693,33
0.8479261375697529,34
0.8128003805998154,35
0.9480411134340347,36
0.971044059403246,37
0.6342251132371548,38
0.935560494066259,39
